"story_id","lead_id","working_title","premise","candidate_status","episode","season","position_in_season","territory","research_question","primary_idea","supporting_ideas","philosophical_mechanism","observable_basis","role_in_season","chronology_phase","chronology_confidence","calendar_constraint","continuity_role","connected_ids","episode_1_connection","episode_100_payoff","research_status","research_stage","sources_opened","sources_total","claim_review","subject_identified","consent_status","filming_access","access_status","main_missing_item","main_unresolved_dependency"
"ST-097","SL-SQ24-004","The price that is agreed at three in the morning","At the Dambulla Dedicated Economic Centre, described as the country's largest wholesale vegetable and fruit market, produce is weighed and priced with stall owners acting on commission, though how each night's opening price is set is described differently by the operator and the press.","evidenced-situation","63","S07","5","T14","SQ24","C086-I02","C080-I03; C052-I01; C098-I01","Praising and blaming because others do - Some judgements of good and bad are not formed by looking but taken over from the people nearby. Once taken over, they can be hard to put down.","Interpretation, not a finding. Reported activity: Lorries arriving through the night, unloading and weighing, the commission stalls, and the price being settled.","Develops the season's contrast. (Proposal.)","P3","unconstrained","none","standalone","ST-023","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who actually sets the opening price each night, and how. The mechanism is described differently by the operator and by the press."
"ST-093","SL-SQ23-007","Who gets to name the reason the fare changed","In late December 2025, three-wheeler drivers at Ella, Weligama and Sigiriya reportedly protested again against app-based ride-hailing, arguing it erodes their livelihoods, while reporting also records passengers' earlier complaints about meters, fares and reluctance over short trips.","evidenced-situation","64","S07","6","T14","SQ23","C080-I03","C076-I03; C098-I01","Naming one cause for what many causes made - Whenever we say ""this caused that"", we have picked one cause out of many. Which one we pick depends on what we want the explanation to do.","Interpretation, not a finding. Reported activity: A three-wheeler stand, the protest itself, a driver's phone, and the negotiation at a tourist site.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Actual earnings before and after, on both sides of the argument. Neither drivers' nor platforms' figures have been independently checked."
"ST-089","SL-SQ23-002","Blaming the plastic pot","The potting households of Molagoda, described as one of the oldest continuously active clay-craft communities, work in an industry whose decline published accounts attribute both to plastic and aluminium goods and to clay becoming scarce and expensive.","evidenced-situation","65","S07","7","T14","SQ23","C080-I03","C052-I01; C073-I03","Naming one cause for what many causes made - Whenever we say ""this caused that"", we have picked one cause out of many. Which one we pick depends on what we want the explanation to do.","Interpretation, not a finding. Reported activity: Digging and preparing clay, wheel throwing, drying yards, open or kiln firing, roadside stalls.","Develops the season's contrast. (Proposal.)","P3","unconstrained","none","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who controls clay extraction licences, and whether construction demand is the competing use. Not established."
"ST-094","SL-SQ23-008","The person who opens the sluice","Each cultivation season in dry-zone villages with working small tanks begins with farmer organisations and water masters deciding how tank water is allocated, a decision that has to be made and enforced among people who live together.","evidenced-situation","66","S07","8","T14","SQ23","C052-I02","C052-I01; C098-I01; C091-I03","Handing judgement to someone everyone agrees on - When a group can no longer settle wrongdoing through advice or by punishing one another, it may agree to give one person the power to judge and support that person in return.","Interpretation, not a finding. Reported activity: The kanna meeting where the season's water is agreed, the sluice being opened, the canal, and the fields that are at the end of it.","Develops the season's contrast. (Proposal.)","P6","fixed-date","The season's allocation meeting.","standalone","ST-019; ST-073","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Which village, and whether its next season's allocation meeting falls within a filming window. Not established."
"ST-090","SL-SQ23-003","The turbines and the fishing ground","On Mannar Island, artisanal fishing communities face a wind farm built along fishing routes in 2020 and a proposed second phase of 52 turbines, with reporting recording fishermen saying they were not told their livelihoods would change and protests blocking the Mannar Bridge.","evidenced-situation","67","S07","9","T14","SQ23","C076-I03","C098-I01; C020-I02","When trust outruns judgement, or the reverse - Trust and critical judgement fail in different ways when either stands alone. Trust without judgement puts faith in the wrong things. Judgement without trust can argue itself out of doing any good at all.","Interpretation, not a finding. Reported activity: Launching and landing small craft, net work, the turbines themselves, protest meetings, and the bird migration that makes the site internationally significant.","Develops the season's contrast. (Proposal.)","P5","unconstrained","none","standalone","ST-033","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether the second phase is proceeding as of 2026, and under which operator. Reporting is contested and politically charged, and allegations of cronyism appear in the press without being established."
"ST-098","SL-SQ24-005","A decision taken quickly and paid for slowly","Paddy farmers are still carrying the effects of the synthetic agrochemical ban of April to November 2021, with a 2023 survey reporting an average yield loss of 53 per cent and later reporting describing costlier fertiliser and debt from the period.","evidenced-situation","68","S07","10","T14","SQ24","C021-I01","C080-I03; C096-I01; C076-I03","Being sure without checking whether it is true - The capacity to make up one's mind is separate from the capacity to be right. A mind can settle firmly on something false, just as it can on something true.","Interpretation, not a finding. Reported activity: A field being prepared, the shop where fertiliser is bought, and the debt paperwork.","Closes the season. Carries the shift: Division is a process, not a villain. (Proposal.)","P7","fixed-date","Cultivation season.","standalone","ST-031; ST-064","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether any compensation scheme reached farmers, and what a household's debt actually looks like now. Not established."
"ST-063","SL-SQ17-003","The dog you feed and the ones you do not","A zoned catch-neuter-vaccinate-release programme for free-roaming dogs in Anuradhapura, run from 2021 to 2025, has been evaluated in peer-reviewed work as a national plan to eliminate dog-mediated human rabies reaches its 2026 end, with a 2025 sterilisation allocation reportedly unspent.","evidenced-situation","69","S08","1","T10","SQ17","C030-I02","C027-I01; C024-I03; C098-I01","Kindness that changes with what we notice - Goodwill takes a different form depending on what we attend to in another person. Their suffering calls up compassion. Their happiness calls up gladness for them. The two do not arise in the same moment.","Interpretation, not a finding. Reported activity: A catching round, a mobile clinic, the release, and the households that feed a dog without owning it.","Opens the season. Puts the season's question on the table: When is stepping back a way of caring, and when is it not? (Proposal.)","P6","unconstrained","none","standalone","ST-059","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether the 2026 target date was met or moved. Not established."
"ST-059","SL-SQ16-001","Care that has to stay at a distance","At the Udawalawe Elephant Transit Home, keepers and veterinarians prepare orphaned calves for release with what published accounts describe as deliberately minimal human interaction, though release success and post-release survival rates have not been found.","evidenced-situation","70","S08","2","T10","SQ16","C095-I03","C005-I02; C030-I01","Stepping back as care, not as indifference - Care can take the form of stepping back when someone is managing their own life. That is different from not caring, even though the two can look the same from outside.","Interpretation, not a finding. Reported activity: Feeding rounds at set times, veterinary work, the release procedure itself, and post-release tracking in the park.","Develops the season's contrast. Also a proposed continuity anchor (rank 5). (Proposal.)","P4","fixed-date","Releases happen on a schedule.","proposed continuity anchor (rank 5, revisited subject)","SEG-E100B; ST-051; ST-063","not applicable","revisited person or place (proposal): The elephants released on screen are looked for again in the reconstruction.","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Release success rates and post-release survival, which are the measures that decide whether the policy works. Not found, and they must not be assumed to be good."
"ST-096","SL-SQ24-002","An argument conducted around an animal","The elephants of the Kandy Esala Perahera, including the Maligawa tusker, are a possible subject, but only if the welfare, regulation, ownership and veterinary oversight behind their use, none of which has yet been documented, can be established.","unverified-lead","71","S08","3","T14","SQ24","C086-I02","C024-I03; C020-I02","Praising and blaming because others do - Some judgements of good and bad are not formed by looking but taken over from the people nearby. Once taken over, they can be hard to put down.","Interpretation, not a finding. Reported activity: Preparation and caparisoning, the nightly processions, the mahouts' work, and whatever oversight or veterinary process exists.","Develops the season's contrast. (Proposal.)","P3","fixed-date","Ten nights ending on the Esala full moon.","standalone","ST-007","not applicable","not applicable","unverified","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Confirm the core situation (unverified lead)","Everything about welfare, regulation, ownership and veterinary oversight. Without that, this is a spectacle, not a documentary, and it should not be scheduled on the strength of the procession alone."
"ST-061","SL-SQ17-001","Calling something by a name so it can be sent away","A possible film of a low-country sanni yakuma, the thovil of eighteen masked dances that published accounts say is still held in some households, depends on finding a yakadura and a household with a scheduled ritual, none of which has been identified.","unverified-lead","72","S08","4","T10","SQ17","C047-I02","C030-I02; C020-I01","Sensing another's pain you cannot see - The eye sees only another person's body and face; their pain, love, anger or jealousy is picked up by the mind, as a separate act from seeing.","Interpretation, not a finding. Reported activity: An all-night ritual at a household: the building of the ritual enclosure, drumming, masked dance, the patient's presence, and daybreak.","Develops the season's contrast. (Proposal.)","P2","unconstrained","none","standalone","ST-007","not applicable","not applicable","unverified","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Confirm the core situation (unverified lead)","No practitioner, household or scheduled ritual has been identified. Nothing was found on whether the practice is declining, despite that being widely assumed."
"ST-062","SL-SQ17-002","The people who work the mountain nobody looks at","Around Colombo's dump sites, where a garbage mound at Meethotamulla collapsed in April 2017 killing 32 people, published analysis describes informal waste pickers facing stigma and the informal recycling sector being sidelined as processing plants are built.","evidenced-situation","73","S08","5","T10","SQ17","C032-I02","C084-I01; C052-I01; C040-I01","Suffering nobody sees unless they ask - Some suffering is visible, and its cause is plain. Other suffering, such as bodily aches or inner turmoil, can only be known if someone asks, and its cause is not evident.","Interpretation, not a finding. Reported activity: Sorting and carrying, the weighing and sale of recovered material, the site itself, and the new plants going up alongside it.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-002","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","How many people currently make a living at Karadiyana, and whether any transition support exists for them. Not established."
"ST-095","SL-SQ23-009","The land under the settlement","Families moved from Colombo's underserved settlements into high-rise housing were, published research records, offered standard two-bedroom units regardless of their previous situation, under a programme aiming to free land for commercial development, and what happened to that land has not been checked.","evidenced-situation","74","S08","6","T14","SQ23","C052-I01","C084-I01; C076-I03; C081-I03","When stockpiling turns shared plenty into boundaries - When people move from taking what they need to storing up, something held in common can start to seem scarce. It gets divided, and division makes it possible to take what is someone else's.","Interpretation, not a finding. Reported activity: A flat in a tower, the block's shared spaces, the ground where a settlement stood, and a residents' meeting.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-088","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","What happened to the vacated land in each case. That is checkable in land records and has not been checked."
"ST-083","SL-SQ22-004","The market that moved and kept its name","The Manning Market, described as the country's oldest public market, was moved from Pettah to a much larger complex at Peliyagoda in 2020, during the pandemic, and some of its vendors report business has fallen significantly compared with Pettah.","evidenced-situation","75","S08","7","T12","SQ22","C081-I03","C047-I01; C039-I01; C001-I01","Neither the same person nor someone else - A changing life can be misread in two opposite ways: as one unchanged self, or as a string of unconnected people. The source proposes a continuity in which each stage grows out of the last without being identical to it.","Interpretation, not a finding. Reported activity: Pre-dawn unloading and auction, porter work, the emptied Pettah site, and the new complex's scale.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-085","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","How many of the original traders actually made the move, and how many stopped. Not established."
"ST-092","SL-SQ23-006","Seventeen hundred and fifty","Tea plantation workers were reportedly granted 1,750 rupees a day under a January 2026 agreement, 200 rupees of it an attendance allowance that labour advocates warn can still reduce what a worker actually earns.","evidenced-situation","76","S08","8","T14","SQ23","C098-I01","C052-I01; C076-I03","Unfairness that comes from fear, not favour - A person can go wrong in what they do, or in what they leave undone, because they are afraid. Fear bends a decision just as wanting, hostility or confusion can.","Interpretation, not a finding. Reported activity: Plucking and weighing, the weighing shed, estate housing, union meetings, and the muster that the attendance allowance depends on.","Develops the season's contrast. (Proposal.)","P3","unconstrained","none","standalone","ST-016; ST-029; ST-058","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","What a worker actually received in a given month after the attendance condition. That is a payslip question and cannot be answered from reporting."
"ST-060","SL-SQ16-002","Leaving with a list of what would bring you back","The film follows Sri Lankan women leaving for domestic work in the Middle East, and the families they leave, through departure, the household at home, the money transfer and a return, while regional conflict is recorded as discouraging new departures.","evidenced-situation","77","S08","9","T10","SQ16","C102-I01","C077-I02; C005-I02; C076-I01","Deciding beforehand what may call you back - Before withdrawing completely from others, a person can settle in advance which claims are weighty enough to bring them back, and arrange things so that their absence harms no one.","Interpretation, not a finding. Reported activity: Departure at the airport, the recruitment and training centres, the household left behind, the money transfer, and a return.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","ST-047","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","No individual worker or family has been identified. Complaint figures describe reported cases only and cannot be read as a rate of harm."
"ST-072","SL-SQ19-003","A billion dollars and the pellets still coming ashore","The Supreme Court ordered USD 1 billion in compensation for the X-Press Pearl disaster in July 2025, but whether any has been paid or reached a west-coast fisher is unanswered, while beach cleaning continues and buried pellets still wash ashore.","evidenced-situation","78","S08","10","T12","SQ19","C055-I01","C052-I02; C027-I01; C100-I02","Trying to outweigh past harm with later good - People try to balance earlier harm with later good. That effort can change the weight of the past, but it may not erase it.","Interpretation, not a finding. Reported activity: Beach cleaning that is still going on, the fishing that resumed, and the compensation process.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-070","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether the first instalment was actually paid, and whether any of it has reached a fisher. That is the whole question and it has not been answered."
"ST-064","SL-SQ17-004","Two hundred kilometres for a prescription","In rural districts where, research records, patients travel 50 to 100 km to renew a psychotropic prescription, the film follows a clinic day, the journey to it, a community counsellor's round and the helpline, against published figures of around 3,000 suicides a year.","evidenced-situation","79","S08","11","T10","SQ17","C032-I02","C047-I02; C001-I03; C030-I01","Suffering nobody sees unless they ask - Some suffering is visible, and its cause is plain. Other suffering, such as bodily aches or inner turmoil, can only be known if someone asks, and its cause is not evident.","Interpretation, not a finding. Reported activity: A clinic day, the journey to reach it, a counsellor's round, and the helpline.","Closes the season. Carries the shift: Care has a shape and a limit. (Proposal.)","P7","unconstrained","none","standalone","ST-098","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Current national figures. The rate cited is from 2022 and has not been updated here."
"ST-067","SL-SQ18-003","Forty-eight acres of everybody","At Kanatte General Cemetery in Borella, described as Colombo's main burial ground and crematorium, the film follows the gravediggers, workers and guides who do the same work every day for people who are there once.","evidenced-situation","80","S09","1","T11","SQ18","C092-I02","C092-I01; C084-I01","Measuring your own death against the mighty - Many people accept that others die yet feel exempt themselves. Remembering that the most powerful, rich, strong and wise also died can bring the fact home.","Interpretation, not a finding. Reported activity: Grave digging and preparation, cremations, the daily movement of funeral parties, and the guiding of visitors to particular graves.","Opens the season. Puts the season's question on the table: What is left to do for something that has already ended? (Proposal.)","P1","unconstrained","none","standalone","ST-066","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether the profiled worker is still there thirteen years later. Who employs the gravediggers and on what terms."
"ST-068","SL-SQ18-004","When there is nobody to interpret","The film follows deaf and hard-of-hearing Sri Lankans through classrooms, hospital appointments and a sign language class, in ordinary encounters where meaning does or does not get through amid what published accounts describe as a severe shortage of interpreters.","evidenced-situation","81","S09","2","T11","SQ18","C066-I02","C091-I01; C032-I02; C096-I02","Hearing the words without the act of meaning - Speaking to someone is a brief act of meaning carried on sound. A machine can reproduce the sound but not the act, and even live speech is understood only by a listener who already knows those sounds.","Interpretation, not a finding. Reported activity: A classroom, a hospital appointment without an interpreter, a sign language class, and conversation among fluent signers.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether Sri Lankan Sign Language has formal legal recognition, and the actual number of qualified interpreters. Neither was established."
"ST-071","SL-SQ19-002","An offering for someone who cannot receive it","If a family can be reached through an existing relationship, the film would follow a matakadanaya, the seventh-day almsgiving after a death described in published accounts of Sri Lankan Buddhist funeral practice, with the alms and the monks' visit; no family has been identified.","unverified-lead","82","S09","3","T12","SQ19","C066-I02","C089-I03; C056-I01; C091-I01","Hearing the words without the act of meaning - Speaking to someone is a brief act of meaning carried on sound. A machine can reproduce the sound but not the act, and even live speech is understood only by a listener who already knows those sounds.","Interpretation, not a finding. Reported activity: Cooking and serving the alms, the monks' visit, the chanting, and the gathering of relatives and neighbours.","Develops the season's contrast. (Proposal.)","P7","unknown","Cannot be planned; depends on a death and an existing relationship.","standalone","ST-069","not applicable","not applicable","unverified","Source found through search","0","2","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Confirm the core situation (unverified lead)","No family has been identified and none should be sought in advance of a death. This lead can only become real through an existing relationship, which is a slow and honest route rather than a plannable one."
"ST-066","SL-SQ18-002","Sixteen beds and the last few weeks","At Shantha Sevana in Maharagama, described as Sri Lanka's first palliative care unit, which offers free care to terminally ill cancer patients, the film would follow an ordinary week of ward rounds, pain management and family visits, if filming is permitted.","evidenced-situation","83","S09","4","T11","SQ18","C062-I01","C032-I02; C095-I03; C030-I01","Trying to shape a dying person's last impressions - People who sit with the dying often try to fill the last moments with meaningful sounds, scents, tastes and touch, yet what the dying person actually takes in remains beyond their control.","Interpretation, not a finding. Reported activity: Ward rounds, pain management, family visits, and the transit homes where families of outpatients stay.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-067","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether any hospice would permit filming, and under what conditions. Realistically this may be refused, and refusal would be the correct answer."
"ST-086","SL-SQ22-008","Villages with a water level over them","Published accounts record about 8,000 families evicted for the Mahaweli programme's Victoria reservoir and 3,200 for Kotmale, and the film looks for those who remember the submerged villages, now ageing, at the reservoir at low water, the memorial and the resettlement colonies.","evidenced-situation","84","S09","5","T13","SQ22","C047-I01","C100-I02; C089-I02; C001-I01","Remembering a place versus remembering being there - Recalling a place, recalling that we were there, and recalling how we felt there are different acts of memory, and none of them holds the place as it is now.","Interpretation, not a finding. Reported activity: The reservoir at low water, the memorial, and the resettlement colonies where people were sent.","Develops the season's contrast. (Proposal.)","P3","seasonal","Reservoir at low water.","standalone","ST-016; ST-073","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","How many of the displaced are still alive and locatable, and where they were sent. The resettlement areas are scattered and no register was found."
"ST-081","SL-SQ22-001","Listening for the singing fish","Whether the reported singing fish of the Batticaloa lagoon, best known from a 1950s recording near the Kallady bridge, can still be heard is unconfirmed, and the film would listen from night boats on a lagoon whose water quality is documented as deteriorating.","unverified-lead","85","S09","6","T13","SQ22","C047-I01","C009-I01; C036-I02","Remembering a place versus remembering being there - Recalling a place, recalling that we were there, and recalling how we felt there are different acts of memory, and none of them holds the place as it is now.","Interpretation, not a finding. Reported activity: Night boats on the lagoon, listening with an oar or a hydrophone, the bridge, and the fishing that continues in the lagoon.","Develops the season's contrast. (Proposal.)","P4","seasonal","Still nights.","standalone","none","not applicable","not applicable","unverified","Source found through search","0","2","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Confirm the core situation (unverified lead)","Whether the sound is currently audible, whether any recording of it exists that can be licensed, and which species is responsible. None of this is established, and the premise collapses into folklore if nothing can be heard. That is itself a legitimate outcome for a documentary, but it must be planned for."
"ST-070","SL-SQ19-001","Planting back into the ponds","Around Puttalam lagoon, where published research records over half the mangroves cleared for shrimp farming between 1992 and 1998 and more than 90 per cent of former ponds now abandoned, restoration with local communities plants nursery-raised seedlings in and around the derelict ponds.","evidenced-situation","86","S09","7","T12","SQ19","C055-I01","C052-I03; C100-I02","Trying to outweigh past harm with later good - People try to balance earlier harm with later good. That effort can change the weight of the past, but it may not erase it.","Interpretation, not a finding. Reported activity: Nursery beds, seedling planting in and around abandoned ponds, the derelict pond bunds themselves, and lagoon fishing.","Develops the season's contrast. (Proposal.)","P6","unconstrained","none","standalone","ST-072","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who owns the abandoned ponds, and whether restoration is legally settled or contested. Not established."
"ST-069","SL-SQ18-005","A sum of money instead of an answer","Families of the 2019 Easter Sunday victims, principally at St Sebastian's Church in Katuwapitiya, continue a public demand for a prosecution that reporting says successive governments have failed to deliver, while a court has ordered compensation without a conviction.","evidenced-situation","87","S09","8","T11","SQ18","C060-I01","C022-I01; C055-I01; C052-I02","Asking why a life ended too soon - After an early death, people often look for one decisive reason, while the actual causes are usually many, tangled and partly unknowable.","Interpretation, not a finding. Reported activity: The anniversary at the church, the parish's continuing campaign, and the legal process that produced compensation without a conviction.","Develops the season's contrast. (Proposal.)","P1","fixed-date","Easter.","standalone","ST-071","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether any compensation ordered has been paid, and the current status of the criminal investigation. Neither was established."
"ST-073","SL-SQ20-001","The tanks that were built for a drought nobody alive remembers","The film follows farmer organisations and restoration programmes desilting, repairing bunds and replanting forest belts in the dry zone's village tank cascades, recognised by the FAO as agricultural heritage, where published accounts describe many tanks as dysfunctional through poor maintenance.","evidenced-situation","88","S09","9","T13","SQ20","C052-I03","C052-I01; C001-I01","Why lessons learned in disaster fade in plenty - Seeing loss up close can make people careful and restrained. Long comfort can let them stop noticing ageing and death, and that restraint slowly wears away.","Interpretation, not a finding. Reported activity: Desilting, bund repair, replanting the tank's forest belt, the seasonal filling and drawing down of a tank, and the farmer-organisation meetings where water is allocated.","Develops the season's contrast. Also a proposed continuity anchor (rank 7). (Proposal.)","P6","fixed-date","Filling and drawdown of the tanks.","proposed continuity anchor (rank 7, system continuity)","SEG-E100B; ST-086; ST-094","not applicable","context revealed later (proposal): One cascade physically links two episodes filmed months apart and presented as unrelated places.","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Which specific cascade has work scheduled in the coming season, and whether a farmer organisation would welcome filming. Not established."
"ST-065","SL-SQ18-001","The train that stops there every December","Each 26 December the Ocean Queen Express service, struck by the 2004 tsunami at Peraliya with reported death tolls of around 1,000, stops at the spot as survivors, bereaved families and railway staff gather for a commemoration.","evidenced-situation","89","S09","10","T11","SQ18","C077-I01","C047-I01; C092-I01","Grief that burns inside, spills over, then wears down - Grief after a loss may take distinct forms: a burning kept inside, an outpouring in words and weeping, and a later heaviness when the outpouring has spent itself.","Interpretation, not a finding. Reported activity: The annual stopping of the train, the memorial, the rebuilt village, and the ordinary service that runs past the spot on every other day of the year.","Closes the season. Carries the shift: Repair changes the weight of the past without erasing it, and some of what people do after a loss is not repair at all but a way of continuing to attend. Also a proposed continuity anchor (rank 8). (Proposal.)","P2","fixed-date","26 December, every year.","proposed continuity anchor (rank 8, date and place)","SEG-E100A","not applicable","visual or sound echo (proposal): The ordinary-day footage of the line at Peraliya runs under the departure sequence.","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether the named guard is still alive and still working, twelve years after the 2014 report. This must be checked before any approach and the answer may end the lead."
"ST-075","SL-SQ21-002","The model that has to be destroyed","Published accounts describe family brass workshops in Kandy-district villages such as Pilimathalawa casting lamps, trays and temple fittings, and the premise rests on finding one that still uses full lost-wax casting, in which the original model is destroyed.","evidenced-situation","90","S10","1","T13","SQ21","C001-I01","C073-I03","When a whole is only its parts arranged - Many things we treat as solid wholes, such as a table, a person or perhaps a place or community, may be names for parts held in a particular arrangement. When the arrangement changes, the “thing” can seem to vanish.","Interpretation, not a finding. Reported activity: Modelling in wax, investing the model, burning out, pouring, breaking the mould, chasing and polishing. In lost-wax casting the original is necessarily destroyed to produce the object.","Opens the season. Puts the season's question on the table: What makes something still the same thing after everything in it has been replaced? (Proposal.)","P3","unconstrained","none","standalone","ST-074","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether any workshop still casts by the full lost-wax method rather than reusing permanent moulds. This single question decides whether the premise holds, and it has not been answered."
"ST-074","SL-SQ21-001","Five generations at the same mask bench","At Ambalangoda, the centre of Sri Lankan mask carving, a workshop that presents itself as held within one family for five generations carves and paints kaduru-wood masks behind its museum, and whether it will pass to another generation is not known.","evidenced-situation","91","S10","2","T13","SQ21","C039-I01","C001-I01; C093-I01","When steady replacement looks like staying the same - Something can seem unchanged for years because its parts are replaced a few at a time, in the same places, so that the change never shows.","Interpretation, not a finding. Reported activity: Drying and seasoning kaduru wood, roughing out the facial form with chisels, fine detail carving, paint preparation and painting; visitors passing through the museum while work continues behind it.","Develops the season's contrast. (Proposal.)","P2","unconstrained","none","standalone","ST-075","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether any workshop other than the well-known museum ones still carves for ritual use rather than for sale. The five-generation claim comes from the workshop's own presentation and needs an independent check."
"ST-080","SL-SQ21-008","Named after a tree it is mostly no longer made from","Toddy tappers still climb coconut palms for licensed coastal taverns around Negombo, Kalpitiya and the outskirts of Galle, while published accounts record industrial arrack increasingly made from molasses, leaving open how much arrack sold as coconut arrack comes from palm sap.","evidenced-situation","92","S10","3","T13","SQ21","C039-I01","C001-I01; C084-I01; C003-I02","When steady replacement looks like staying the same - Something can seem unchanged for years because its parts are replaced a few at a time, in the same places, so that the change never shows.","Interpretation, not a finding. Reported activity: Tapping, collection, the tavern itself, and the distillery where the same name is applied to a different base material.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","What proportion of arrack sold as coconut arrack is actually made from palm sap. This is the question the premise rests on and it is not answered by any source found."
"ST-076","SL-SQ21-003","The looms are still there","Press reporting describes family handloom workshops, including in the Thalagune tradition, closing or working at a fraction of capacity after the 2022 economic crisis as loan repayments became unmanageable and skilled weavers migrated, with idle looms beside working ones while demand remains.","evidenced-situation","93","S10","4","T13","SQ21","C066-I03","C001-I01; C100-I02","Ageing noticed only after growing stops - Wearing down is present all along, but while a body is growing, growth hides it. What people later call ageing is the late appearance of signs of a process already under way.","Interpretation, not a finding. Reported activity: Warping, threading, treadle weaving, dyeing; idle looms in the same room as working ones.","Develops the season's contrast. (Proposal.)","P6","unconstrained","none","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","No individual workshop has been identified. The Thalagune tradition is described in trade sources in terms that need checking against scholarship."
